date,open,high,low,close,volume,asset,source
2021-06-14,1477.68,1485.11,1477.68,1480.08,194347,XAU,seed
2021-06-15,1464.49,1474.94,1449.41,1466.63,218216,XAU,seed
2021-06-16,1467.94,1468.3,1462.67,1465.89,193273,XAU,seed
2021-06-17,1431.25,1432.45,1428.95,1430.89,58866,XAU,seed
2021-06-18,1437.34,1437.34,1434.36,1434.61,86042,XAU,seed
2021-06-21,1443.13,1449.88,1440.85,1441.34,147832,XAU,seed
2021-06-22,1466.73,1472.08,1457.32,1462.92,54123,XAU,seed
2021-06-23,1479.52,1489.72,1479.52,1483.87,125153,XAU,seed
2021-06-24,1515.93,1520.09,1498.76,1514.35,78053,XAU,seed
2021-06-25,1530.2,1536.85,1528.59,1532.59,142914,XAU,seed
2021-06-28,1530.04,1539.41,1525.71,1531.21,232776,XAU,seed
2021-06-29,1538.74,1544.16,1523.05,1535.53,249120,XAU,seed
2021-06-30,1551.83,1563.9,1551.31,1552.97,234246,XAU,seed
2021-07-01,1562.39,1565.17,1553.14,1563.0,274909,XAU,seed
2021-07-02,1603.92,1603.92,1582.82,1599.9,231479,XAU,seed
2021-07-05,1611.27,1632.1,1607.37,1615.66,285749,XAU,seed
2021-07-06,1588.18,1592.07,1588.18,1591.24,104305,XAU,seed
2021-07-07,1568.93,1569.45,1565.06,1566.93,92585,XAU,seed
2021-07-08,1550.26,1551.28,1538.36,1547.01,150622,XAU,seed
2021-07-09,1552.34,1552.34,1538.8,1547.81,140664,XAU,seed
2021-07-12,1568.78,1572.82,1554.31,1565.59,206135,XAU,seed
2021-07-13,1538.23,1546.12,1518.69,1542.59,178608,XAU,seed
2021-07-14,1544.85,1550.04,1536.56,1546.0,149633,XAU,seed
2021-07-15,1569.68,1569.68,1563.72,1566.88,90428,XAU,seed
2021-07-16,1542.3,1551.12,1540.83,1545.5,73991,XAU,seed
2021-07-19,1559.32,1561.14,1556.5,1560.63,99123,XAU,seed
2021-07-20,1541.45,1544.0,1539.32,1541.34,195285,XAU,seed
2021-07-21,1559.37,1565.88,1556.73,1561.01,151659,XAU,seed
2021-07-22,1567.08,1572.35,1566.25,1566.52,186604,XAU,seed
2021-07-23,1571.77,1578.08,1566.47,1575.18,66585,XAU,seed
2021-07-26,1580.69,1584.12,1575.26,1582.59,297522,XAU,seed
2021-07-27,1584.48,1584.85,1580.04,1583.59,129864,XAU,seed
2021-07-28,1604.91,1613.25,1590.71,1601.63,165401,XAU,seed
2021-07-29,1589.17,1589.98,1585.06,1585.75,134060,XAU,seed
2021-07-30,1564.73,1568.39,1557.85,1564.93,133660,XAU,seed
2021-08-02,1558.5,1563.74,1555.92,1558.58,148580,XAU,seed
2021-08-03,1552.11,1558.08,1551.22,1553.36,193033,XAU,seed
2021-08-04,1561.88,1569.0,1547.77,1566.32,104958,XAU,seed
2021-08-05,1555.4,1559.42,1541.04,1553.6,157254,XAU,seed
2021-08-06,1547.89,1549.8,1545.24,1549.72,160920,XAU,seed
2021-08-09,1556.38,1559.6,1550.79,1551.81,182805,XAU,seed
2021-08-10,1582.37,1603.4,1578.38,1583.14,233929,XAU,seed
2021-08-11,1602.16,1612.63,1593.86,1600.83,222386,XAU,seed
2021-08-12,1596.97,1606.48,1591.45,1595.89,219539,XAU,seed
2021-08-13,1577.24,1577.24,1572.36,1572.84,117826,XAU,seed
2021-08-16,1578.89,1580.47,1573.19,1578.34,148073,XAU,seed
2021-08-17,1556.66,1562.98,1555.81,1555.83,56438,XAU,seed
2021-08-18,1546.01,1554.6,1534.65,1542.12,241404,XAU,seed
2021-08-19,1551.43,1554.23,1543.25,1551.84,174823,XAU,seed
2021-08-20,1574.36,1576.98,1573.83,1574.81,236326,XAU,seed
2021-08-23,1602.18,1602.88,1596.45,1600.76,244114,XAU,seed
2021-08-24,1598.39,1620.44,1594.24,1601.65,110779,XAU,seed
2021-08-25,1606.47,1613.94,1602.75,1609.49,243301,XAU,seed
2021-08-26,1602.04,1610.73,1593.11,1601.15,103945,XAU,seed
2021-08-27,1599.61,1609.42,1590.08,1596.77,190742,XAU,seed
2021-08-30,1602.87,1604.52,1587.36,1603.28,188337,XAU,seed
2021-08-31,1617.7,1621.89,1616.29,1618.78,142270,XAU,seed
2021-09-01,1636.35,1636.35,1626.67,1633.27,211083,XAU,seed
2021-09-02,1609.47,1611.56,1607.26,1611.27,147859,XAU,seed
2021-09-03,1603.61,1609.51,1598.38,1604.39,98694,XAU,seed
2021-09-06,1587.16,1587.61,1581.12,1583.18,93742,XAU,seed
2021-09-07,1572.38,1576.62,1572.38,1574.13,144119,XAU,seed
2021-09-08,1590.84,1601.38,1586.93,1593.75,221198,XAU,seed
2021-09-09,1567.03,1572.68,1560.15,1567.82,71671,XAU,seed
2021-09-10,1537.77,1545.73,1537.77,1540.35,125673,XAU,seed
2021-09-13,1552.31,1552.31,1540.31,1550.05,79677,XAU,seed
2021-09-14,1538.87,1548.07,1537.92,1538.47,248386,XAU,seed
2021-09-15,1565.65,1568.84,1564.98,1565.21,267598,XAU,seed
2021-09-16,1561.81,1564.27,1557.09,1558.31,276020,XAU,seed
2021-09-17,1570.94,1570.94,1560.62,1566.3,262520,XAU,seed
2021-09-20,1568.11,1571.09,1559.44,1564.72,211520,XAU,seed
2021-09-21,1569.96,1579.53,1569.96,1572.72,123684,XAU,seed
2021-09-22,1569.09,1569.09,1554.76,1564.6,299665,XAU,seed
2021-09-23,1598.55,1613.75,1585.29,1596.83,255964,XAU,seed
2021-09-24,1589.97,1599.0,1581.82,1592.1,84784,XAU,seed
2021-09-27,1595.77,1595.77,1580.7,1592.63,178308,XAU,seed
2021-09-28,1609.96,1610.98,1606.47,1608.73,258299,XAU,seed
2021-09-29,1615.08,1618.27,1596.27,1614.93,146749,XAU,seed
2021-09-30,1596.58,1606.31,1584.45,1595.8,74416,XAU,seed
2021-10-01,1595.52,1595.77,1591.71,1593.95,190096,XAU,seed
2021-10-04,1561.03,1564.87,1557.77,1558.0,124342,XAU,seed
2021-10-05,1547.33,1553.78,1546.06,1546.71,228926,XAU,seed
2021-10-06,1548.75,1548.75,1546.38,1547.58,293645,XAU,seed
2021-10-07,1554.91,1564.65,1554.91,1559.59,230510,XAU,seed
2021-10-08,1588.35,1601.7,1578.69,1590.24,74468,XAU,seed
2021-10-11,1582.02,1587.15,1580.53,1583.23,153898,XAU,seed
2021-10-12,1566.48,1567.17,1562.62,1564.09,74951,XAU,seed
2021-10-13,1580.78,1586.05,1572.44,1584.27,52434,XAU,seed
2021-10-14,1597.15,1608.67,1591.32,1600.8,175226,XAU,seed
2021-10-15,1619.22,1622.59,1612.77,1616.98,280945,XAU,seed
2021-10-18,1615.18,1620.29,1603.96,1612.15,227507,XAU,seed
2021-10-19,1621.5,1631.44,1619.21,1626.29,239381,XAU,seed
2021-10-20,1637.75,1640.22,1627.75,1633.63,106949,XAU,seed
2021-10-21,1643.7,1648.05,1636.9,1641.21,162561,XAU,seed
2021-10-22,1635.61,1646.78,1632.55,1637.8,207288,XAU,seed
2021-10-25,1639.97,1651.26,1632.98,1635.64,279592,XAU,seed
2021-10-26,1629.31,1629.31,1622.4,1629.21,64304,XAU,seed
2021-10-27,1633.87,1641.01,1632.44,1636.43,217269,XAU,seed
2021-10-28,1623.33,1637.49,1617.13,1618.69,84598,XAU,seed
2021-10-29,1592.83,1598.29,1592.18,1593.58,173473,XAU,seed
2021-11-01,1618.47,1628.95,1618.47,1623.18,60440,XAU,seed
2021-11-02,1661.59,1665.59,1649.82,1662.61,251093,XAU,seed
2021-11-03,1634.64,1649.79,1634.64,1638.75,122736,XAU,seed
2021-11-04,1649.74,1650.3,1644.81,1645.58,135655,XAU,seed
2021-11-05,1629.6,1629.6,1623.6,1626.33,233153,XAU,seed
2021-11-08,1583.9,1587.01,1568.36,1586.39,80405,XAU,seed
2021-11-09,1562.34,1564.8,1551.3,1564.13,81311,XAU,seed
2021-11-10,1569.33,1581.21,1569.33,1573.95,185586,XAU,seed
2021-11-11,1576.97,1589.74,1570.27,1580.12,120454,XAU,seed
2021-11-12,1583.46,1583.92,1572.47,1579.67,187325,XAU,seed
2021-11-15,1606.34,1613.43,1601.48,1605.6,144404,XAU,seed
2021-11-16,1636.04,1647.08,1627.52,1639.31,284427,XAU,seed
2021-11-17,1611.54,1616.59,1611.54,1614.17,276211,XAU,seed
2021-11-18,1618.78,1624.56,1617.66,1620.1,274784,XAU,seed
2021-11-19,1654.36,1655.53,1647.35,1652.24,115080,XAU,seed
2021-11-22,1625.6,1634.77,1624.13,1627.83,181607,XAU,seed
2021-11-23,1622.89,1628.07,1622.89,1625.59,155100,XAU,seed
2021-11-24,1642.19,1648.45,1638.28,1644.34,194989,XAU,seed
2021-11-25,1626.16,1631.07,1615.16,1628.2,113591,XAU,seed
2021-11-26,1605.42,1606.24,1600.25,1605.49,286045,XAU,seed
2021-11-29,1572.79,1577.67,1572.79,1576.09,191962,XAU,seed
2021-11-30,1561.31,1561.31,1557.66,1557.78,222308,XAU,seed
2021-12-01,1536.6,1544.49,1517.27,1538.38,160052,XAU,seed
2021-12-02,1537.48,1537.48,1529.62,1532.91,291506,XAU,seed
2021-12-03,1536.36,1543.91,1531.97,1537.16,246057,XAU,seed
2021-12-06,1540.77,1545.46,1540.77,1544.17,198850,XAU,seed
2021-12-07,1564.48,1571.91,1553.18,1567.95,292756,XAU,seed
2021-12-08,1579.08,1579.46,1571.14,1576.86,69578,XAU,seed
2021-12-09,1588.73,1589.06,1583.78,1586.16,167851,XAU,seed
2021-12-10,1569.64,1574.52,1568.12,1569.3,130821,XAU,seed
2021-12-13,1533.45,1539.54,1531.1,1537.22,234734,XAU,seed
2021-12-14,1539.19,1539.19,1533.13,1536.1,115069,XAU,seed
2021-12-15,1549.09,1557.64,1539.58,1553.29,95578,XAU,seed
2021-12-16,1570.47,1570.99,1564.97,1570.92,171121,XAU,seed
2021-12-17,1592.59,1609.1,1590.96,1596.22,108271,XAU,seed
2021-12-20,1617.91,1627.1,1610.64,1619.15,202652,XAU,seed
2021-12-21,1581.84,1591.15,1581.84,1585.88,219341,XAU,seed
2021-12-22,1581.63,1581.63,1571.57,1577.79,61192,XAU,seed
2021-12-23,1587.54,1595.11,1578.32,1583.51,180056,XAU,seed
2021-12-24,1607.0,1611.3,1605.11,1610.16,123362,XAU,seed
2021-12-27,1602.29,1609.77,1593.45,1601.2,180781,XAU,seed
2021-12-28,1578.65,1583.62,1578.6,1582.82,102286,XAU,seed
2021-12-29,1561.63,1573.78,1561.63,1563.99,55119,XAU,seed
2021-12-30,1593.36,1603.54,1592.18,1594.71,289252,XAU,seed
2021-12-31,1578.91,1591.61,1578.91,1581.09,57681,XAU,seed
2022-01-03,1601.45,1615.55,1601.45,1605.71,251023,XAU,seed
2022-01-04,1591.86,1595.2,1589.19,1595.12,189903,XAU,seed
2022-01-05,1607.23,1617.19,1607.23,1611.52,271906,XAU,seed
2022-01-06,1633.84,1634.61,1629.32,1629.58,112010,XAU,seed
2022-01-07,1605.05,1605.05,1602.16,1603.15,233647,XAU,seed
2022-01-10,1586.65,1604.41,1585.24,1590.07,262441,XAU,seed
2022-01-11,1603.77,1609.09,1603.77,1605.6,110980,XAU,seed
2022-01-12,1603.03,1608.68,1593.61,1603.24,261404,XAU,seed
2022-01-13,1627.04,1627.04,1617.01,1622.96,55744,XAU,seed
2022-01-14,1636.73,1647.94,1633.82,1640.25,145653,XAU,seed
2022-01-17,1662.15,1662.15,1655.42,1657.76,129105,XAU,seed
2022-01-18,1638.75,1647.25,1631.95,1636.47,177716,XAU,seed
2022-01-19,1634.96,1636.89,1612.8,1630.38,256305,XAU,seed
2022-01-20,1617.48,1623.92,1605.35,1614.44,127205,XAU,seed
2022-01-21,1639.44,1642.77,1632.46,1635.04,252068,XAU,seed
2022-01-24,1641.05,1658.92,1629.82,1640.04,107906,XAU,seed
2022-01-25,1635.1,1636.74,1632.26,1635.13,140914,XAU,seed
2022-01-26,1650.31,1657.48,1639.66,1646.5,217536,XAU,seed
2022-01-27,1640.05,1648.04,1632.63,1644.87,141876,XAU,seed
2022-01-28,1640.08,1655.07,1636.23,1645.0,93604,XAU,seed
2022-01-31,1660.15,1665.04,1660.15,1661.36,175695,XAU,seed
2022-02-01,1670.24,1670.24,1658.63,1667.65,259504,XAU,seed
2022-02-02,1675.04,1680.0,1675.04,1676.86,94592,XAU,seed
2022-02-03,1681.41,1707.47,1677.39,1685.71,138591,XAU,seed
2022-02-04,1664.94,1684.63,1661.26,1665.11,93253,XAU,seed
2022-02-07,1645.98,1661.3,1630.9,1650.4,157290,XAU,seed
2022-02-08,1643.72,1643.72,1634.82,1641.46,112271,XAU,seed
2022-02-09,1657.38,1659.65,1656.73,1656.89,51000,XAU,seed
2022-02-10,1645.36,1648.19,1640.53,1643.76,56746,XAU,seed
2022-02-11,1655.88,1655.88,1650.48,1651.16,255750,XAU,seed
2022-02-14,1636.48,1643.51,1629.35,1634.9,98465,XAU,seed
2022-02-15,1620.23,1631.68,1620.23,1623.28,119048,XAU,seed
2022-02-16,1621.6,1626.04,1613.81,1625.87,72467,XAU,seed
2022-02-17,1609.62,1610.68,1604.67,1610.45,65986,XAU,seed
2022-02-18,1627.91,1644.65,1625.08,1628.7,174472,XAU,seed
2022-02-21,1615.49,1629.97,1607.71,1617.44,59103,XAU,seed
2022-02-22,1583.0,1584.99,1570.28,1580.15,81531,XAU,seed
2022-02-23,1603.06,1603.06,1593.97,1598.76,100521,XAU,seed
2022-02-24,1616.97,1637.69,1601.31,1612.24,214423,XAU,seed
2022-02-25,1625.31,1629.18,1612.46,1627.07,72813,XAU,seed
2022-02-28,1612.19,1615.33,1605.06,1613.87,278973,XAU,seed
2022-03-01,1642.94,1642.94,1638.14,1642.08,89227,XAU,seed
2022-03-02,1659.56,1674.51,1650.01,1656.99,197504,XAU,seed
2022-03-03,1667.08,1675.85,1651.74,1663.41,119241,XAU,seed
2022-03-04,1649.4,1654.76,1646.78,1648.32,87710,XAU,seed
2022-03-07,1627.79,1642.03,1618.56,1628.75,231014,XAU,seed
2022-03-08,1635.68,1635.68,1630.56,1631.56,264272,XAU,seed
2022-03-09,1639.61,1644.07,1626.58,1636.25,277776,XAU,seed
2022-03-10,1641.24,1641.24,1631.72,1638.84,241050,XAU,seed
2022-03-11,1613.96,1620.61,1602.36,1616.99,244234,XAU,seed
2022-03-14,1595.06,1609.52,1591.38,1596.26,67201,XAU,seed
2022-03-15,1585.46,1598.65,1575.8,1588.94,57588,XAU,seed
2022-03-16,1603.06,1607.89,1603.06,1605.94,63253,XAU,seed
2022-03-17,1628.41,1634.93,1621.97,1630.62,216568,XAU,seed
2022-03-18,1652.75,1664.29,1652.75,1655.31,278191,XAU,seed
2022-03-21,1631.67,1636.5,1627.81,1633.2,267807,XAU,seed
2022-03-22,1627.07,1633.7,1619.12,1628.18,106182,XAU,seed
2022-03-23,1646.63,1646.63,1636.49,1644.87,55256,XAU,seed
2022-03-24,1678.7,1681.27,1676.14,1676.86,95403,XAU,seed
2022-03-25,1672.94,1677.86,1668.7,1675.43,235956,XAU,seed
2022-03-28,1662.66,1667.58,1658.74,1663.9,172342,XAU,seed
2022-03-29,1658.5,1658.5,1656.76,1657.27,223632,XAU,seed
2022-03-30,1692.84,1697.95,1688.39,1692.22,229414,XAU,seed
2022-03-31,1702.97,1708.71,1684.95,1698.0,118458,XAU,seed
2022-04-01,1674.59,1676.89,1663.72,1673.07,112993,XAU,seed
2022-04-04,1703.79,1710.81,1693.35,1700.7,228456,XAU,seed
2022-04-05,1703.9,1709.17,1686.12,1703.92,156063,XAU,seed
2022-04-06,1702.72,1705.56,1698.19,1700.6,240460,XAU,seed
2022-04-07,1696.03,1714.53,1691.56,1694.62,143977,XAU,seed
2022-04-08,1662.91,1663.26,1655.84,1659.52,75586,XAU,seed
2022-04-11,1632.97,1647.55,1624.24,1630.77,298230,XAU,seed
2022-04-12,1620.33,1632.58,1613.75,1624.34,130500,XAU,seed
2022-04-13,1591.18,1600.04,1587.85,1592.4,80875,XAU,seed
2022-04-14,1559.48,1561.51,1557.67,1558.7,283157,XAU,seed
2022-04-15,1563.82,1570.05,1560.62,1562.13,278287,XAU,seed
2022-04-18,1565.48,1576.86,1562.8,1568.3,287665,XAU,seed
2022-04-19,1581.79,1581.79,1575.42,1578.36,137196,XAU,seed
2022-04-20,1572.75,1577.76,1571.3,1571.48,249542,XAU,seed
2022-04-21,1572.07,1578.3,1561.93,1575.3,83922,XAU,seed
2022-04-22,1556.5,1564.88,1555.75,1557.4,59889,XAU,seed
2022-04-25,1535.11,1540.99,1522.89,1530.97,189207,XAU,seed
2022-04-26,1541.87,1541.87,1528.85,1540.69,140269,XAU,seed
2022-04-27,1538.19,1539.13,1535.51,1538.16,61984,XAU,seed
2022-04-28,1536.54,1540.17,1530.47,1534.44,282777,XAU,seed
2022-04-29,1535.96,1544.13,1530.62,1531.4,93223,XAU,seed
2022-05-02,1567.09,1569.71,1555.48,1568.0,84394,XAU,seed
2022-05-03,1569.39,1578.19,1560.71,1569.35,257651,XAU,seed
2022-05-04,1602.2,1607.02,1602.2,1604.55,62572,XAU,seed
2022-05-05,1587.0,1594.64,1583.9,1591.58,149681,XAU,seed
2022-05-06,1603.56,1604.99,1589.91,1601.62,52439,XAU,seed
2022-05-09,1595.49,1595.49,1583.15,1593.93,85956,XAU,seed
2022-05-10,1562.11,1566.7,1557.71,1562.0,255720,XAU,seed
2022-05-11,1568.64,1572.25,1561.94,1571.47,102867,XAU,seed
2022-05-12,1557.67,1577.21,1555.74,1560.85,230408,XAU,seed
2022-05-13,1570.73,1583.54,1560.3,1575.43,268951,XAU,seed
2022-05-16,1562.12,1562.12,1554.9,1557.92,239681,XAU,seed
2022-05-17,1566.5,1575.58,1566.5,1569.03,171707,XAU,seed
2022-05-18,1603.45,1604.39,1593.81,1599.86,227410,XAU,seed
2022-05-19,1585.45,1589.43,1585.45,1589.31,273346,XAU,seed
2022-05-20,1604.5,1621.93,1593.85,1606.15,120335,XAU,seed
2022-05-23,1615.33,1615.63,1604.84,1612.29,169678,XAU,seed
2022-05-24,1613.76,1613.97,1599.29,1610.38,258905,XAU,seed
2022-05-25,1617.78,1631.06,1613.78,1615.58,77187,XAU,seed
2022-05-26,1598.56,1598.56,1591.12,1595.67,149549,XAU,seed
2022-05-27,1604.03,1609.95,1591.72,1600.55,283770,XAU,seed
2022-05-30,1624.48,1630.38,1624.48,1628.26,118580,XAU,seed
2022-05-31,1630.76,1640.43,1625.08,1627.16,239732,XAU,seed
2022-06-01,1584.52,1587.98,1574.72,1582.91,233652,XAU,seed
2022-06-02,1571.92,1581.3,1568.47,1569.78,218140,XAU,seed
2022-06-03,1546.24,1548.28,1545.5,1545.7,218663,XAU,seed
2022-06-06,1564.48,1569.47,1564.48,1564.77,246982,XAU,seed
2022-06-07,1556.9,1557.76,1550.81,1552.53,218641,XAU,seed
2022-06-08,1526.52,1539.76,1526.52,1530.39,73073,XAU,seed
2022-06-09,1538.74,1553.49,1538.74,1542.27,76907,XAU,seed
2022-06-10,1539.42,1545.23,1526.86,1538.97,212284,XAU,seed
2022-06-13,1517.07,1521.22,1509.59,1516.5,139352,XAU,seed
2022-06-14,1510.8,1522.62,1510.58,1513.32,212465,XAU,seed
2022-06-15,1491.3,1495.75,1491.3,1492.52,222729,XAU,seed
2022-06-16,1498.58,1501.68,1494.24,1495.62,186835,XAU,seed
2022-06-17,1494.15,1504.43,1489.94,1490.6,244644,XAU,seed
2022-06-20,1490.65,1496.24,1473.78,1489.66,152995,XAU,seed
2022-06-21,1493.91,1503.29,1485.97,1496.68,62189,XAU,seed
2022-06-22,1526.33,1526.67,1517.25,1525.51,222610,XAU,seed
2022-06-23,1513.43,1521.55,1508.9,1509.23,195024,XAU,seed
2022-06-24,1538.95,1556.43,1538.2,1539.11,96452,XAU,seed
2022-06-27,1538.74,1544.78,1529.03,1535.84,208901,XAU,seed
2022-06-28,1550.12,1568.31,1548.97,1551.19,249851,XAU,seed
2022-06-29,1550.38,1555.69,1538.36,1551.85,86223,XAU,seed
2022-06-30,1532.14,1533.46,1518.52,1529.86,275629,XAU,seed
2022-07-01,1520.1,1520.67,1514.5,1519.61,237271,XAU,seed
2022-07-04,1517.76,1527.1,1514.9,1516.19,96612,XAU,seed
2022-07-05,1489.59,1496.38,1486.57,1491.18,175926,XAU,seed
2022-07-06,1459.81,1465.05,1444.25,1457.97,189959,XAU,seed
2022-07-07,1454.15,1454.15,1451.23,1451.46,88096,XAU,seed
2022-07-08,1455.02,1461.68,1436.7,1457.06,229146,XAU,seed
2022-07-11,1459.06,1460.8,1445.68,1457.39,58468,XAU,seed
2022-07-12,1447.77,1450.95,1438.46,1446.76,108800,XAU,seed
2022-07-13,1443.94,1448.99,1433.57,1446.22,125402,XAU,seed
2022-07-14,1443.9,1455.94,1438.55,1444.92,229607,XAU,seed
2022-07-15,1433.45,1437.73,1427.64,1437.65,254714,XAU,seed
2022-07-18,1446.68,1456.67,1440.58,1449.07,146401,XAU,seed
2022-07-19,1451.04,1453.21,1431.68,1450.15,127116,XAU,seed
2022-07-20,1404.27,1419.02,1404.27,1407.86,81287,XAU,seed
2022-07-21,1397.06,1402.92,1389.84,1396.59,116850,XAU,seed
2022-07-22,1418.04,1430.07,1410.29,1414.33,206468,XAU,seed
2022-07-25,1450.47,1453.89,1442.3,1449.46,200123,XAU,seed
2022-07-26,1445.81,1461.89,1441.13,1444.01,186473,XAU,seed
2022-07-27,1460.95,1464.81,1460.95,1461.69,107985,XAU,seed
2022-07-28,1478.38,1484.78,1462.42,1479.88,212078,XAU,seed
2022-07-29,1430.12,1430.12,1427.24,1427.35,225358,XAU,seed
2022-08-01,1422.4,1425.82,1418.59,1421.19,60453,XAU,seed
2022-08-02,1419.5,1422.55,1413.6,1415.97,191619,XAU,seed
2022-08-03,1415.97,1416.92,1407.39,1415.83,183361,XAU,seed
2022-08-04,1415.24,1415.24,1403.93,1411.86,298568,XAU,seed
2022-08-05,1449.23,1456.8,1444.76,1446.86,105255,XAU,seed
2022-08-08,1437.33,1437.33,1432.64,1434.18,190969,XAU,seed
2022-08-09,1452.19,1462.35,1444.8,1450.09,68905,XAU,seed
2022-08-10,1449.99,1451.87,1447.64,1450.34,64226,XAU,seed
2022-08-11,1452.35,1463.07,1441.68,1456.1,156858,XAU,seed
2022-08-12,1438.83,1450.11,1438.27,1439.41,190203,XAU,seed
2022-08-15,1461.49,1465.38,1461.49,1465.33,272363,XAU,seed
2022-08-16,1495.81,1500.81,1493.18,1499.35,72676,XAU,seed
2022-08-17,1491.34,1493.22,1490.72,1492.4,90979,XAU,seed
2022-08-18,1483.21,1486.92,1475.27,1484.18,216211,XAU,seed
2022-08-19,1503.6,1503.6,1488.23,1499.87,147813,XAU,seed
2022-08-22,1506.08,1506.08,1501.0,1502.7,200134,XAU,seed
2022-08-23,1490.38,1490.55,1474.77,1486.39,286859,XAU,seed
2022-08-24,1488.76,1488.76,1481.83,1485.14,98232,XAU,seed
2022-08-25,1488.52,1496.85,1479.11,1491.26,273412,XAU,seed
2022-08-26,1522.17,1528.12,1514.41,1517.71,69174,XAU,seed
2022-08-29,1512.94,1517.93,1507.93,1516.59,136730,XAU,seed
2022-08-30,1499.21,1502.23,1498.82,1501.61,100724,XAU,seed
2022-08-31,1495.65,1498.0,1485.3,1494.6,198256,XAU,seed
2022-09-01,1472.07,1472.07,1462.48,1468.03,255956,XAU,seed
2022-09-02,1472.63,1475.32,1469.86,1473.2,242144,XAU,seed
2022-09-05,1464.1,1465.89,1456.22,1464.58,78529,XAU,seed
2022-09-06,1477.98,1477.98,1471.81,1474.95,191195,XAU,seed
2022-09-07,1485.26,1486.35,1468.63,1484.14,272714,XAU,seed
2022-09-08,1481.21,1488.66,1474.93,1480.48,287582,XAU,seed
2022-09-09,1496.83,1503.84,1490.62,1493.3,88963,XAU,seed
2022-09-12,1488.42,1488.42,1479.87,1486.0,171818,XAU,seed
2022-09-13,1478.13,1484.79,1478.13,1479.34,261429,XAU,seed
2022-09-14,1506.86,1507.35,1501.12,1504.54,198467,XAU,seed
2022-09-15,1532.5,1532.5,1519.47,1528.21,144056,XAU,seed
2022-09-16,1553.97,1556.99,1550.82,1556.48,225265,XAU,seed
2022-09-19,1565.7,1575.48,1565.38,1567.01,62173,XAU,seed
2022-09-20,1588.03,1602.88,1588.03,1591.82,121695,XAU,seed
2022-09-21,1599.7,1604.64,1588.94,1599.27,145760,XAU,seed
2022-09-22,1564.05,1568.23,1546.98,1568.02,108431,XAU,seed
2022-09-23,1555.99,1561.43,1551.83,1552.56,208390,XAU,seed
2022-09-26,1588.15,1589.92,1579.25,1588.72,123612,XAU,seed
2022-09-27,1590.58,1592.71,1587.98,1591.89,110383,XAU,seed
2022-09-28,1575.28,1583.03,1570.91,1578.95,204872,XAU,seed
2022-09-29,1592.35,1606.97,1592.35,1596.92,92239,XAU,seed
2022-09-30,1615.2,1615.2,1607.55,1611.42,291813,XAU,seed
2022-10-03,1632.01,1632.49,1630.42,1631.04,238625,XAU,seed
2022-10-04,1631.3,1631.3,1616.07,1626.94,173578,XAU,seed
2022-10-05,1638.04,1646.52,1626.19,1634.8,265076,XAU,seed
2022-10-06,1638.15,1644.21,1627.22,1638.05,291789,XAU,seed
2022-10-07,1613.02,1618.55,1613.02,1615.64,103044,XAU,seed
2022-10-10,1579.77,1583.0,1568.48,1578.02,96510,XAU,seed
2022-10-11,1550.66,1556.91,1545.97,1554.96,80806,XAU,seed
2022-10-12,1580.3,1580.3,1576.4,1576.5,295821,XAU,seed
2022-10-13,1581.09,1582.5,1579.17,1580.88,188888,XAU,seed
2022-10-14,1544.58,1545.58,1537.62,1544.74,260926,XAU,seed
2022-10-17,1545.47,1547.03,1541.27,1543.65,175079,XAU,seed
2022-10-18,1543.96,1555.73,1542.21,1547.83,117582,XAU,seed
2022-10-19,1561.04,1561.77,1556.49,1558.33,51885,XAU,seed
2022-10-20,1553.43,1553.69,1548.6,1550.6,161692,XAU,seed
2022-10-21,1546.8,1550.04,1540.11,1543.51,122236,XAU,seed
2022-10-24,1558.37,1570.58,1557.94,1561.14,96850,XAU,seed
2022-10-25,1544.42,1549.18,1540.04,1546.7,234941,XAU,seed
2022-10-26,1543.1,1543.82,1535.96,1539.74,255287,XAU,seed
2022-10-27,1534.42,1542.72,1532.97,1537.06,194330,XAU,seed
2022-10-28,1514.18,1526.54,1511.34,1518.26,260860,XAU,seed
2022-10-31,1530.51,1530.51,1525.51,1526.61,108135,XAU,seed
2022-11-01,1513.34,1518.23,1508.08,1511.3,222012,XAU,seed
2022-11-02,1486.85,1498.95,1481.38,1485.98,217848,XAU,seed
2022-11-03,1487.15,1492.16,1480.25,1484.03,101051,XAU,seed
2022-11-04,1506.38,1506.76,1501.68,1506.24,59453,XAU,seed
2022-11-07,1495.64,1496.51,1488.27,1491.38,154709,XAU,seed
2022-11-08,1482.7,1493.97,1480.58,1481.93,67987,XAU,seed
2022-11-09,1502.52,1509.73,1496.88,1500.48,141088,XAU,seed
2022-11-10,1514.89,1519.88,1497.52,1513.92,200708,XAU,seed
2022-11-11,1524.8,1533.15,1521.49,1524.74,139120,XAU,seed
2022-11-14,1558.3,1564.18,1544.05,1554.04,200704,XAU,seed
2022-11-15,1553.35,1560.27,1553.35,1554.49,139040,XAU,seed
2022-11-16,1573.09,1575.05,1572.5,1573.47,80479,XAU,seed
2022-11-17,1575.83,1575.83,1561.09,1573.1,259757,XAU,seed
2022-11-18,1556.49,1571.02,1555.44,1556.34,115079,XAU,seed
2022-11-21,1555.12,1558.2,1544.53,1552.8,96788,XAU,seed
2022-11-22,1541.2,1541.2,1519.05,1537.56,229072,XAU,seed
